userindex,feature,score
0,disk,-0.03278373145547378
0,score,-0.03533644360868579
0,menace,-0.036070123778395774
0,fare,-0.036767885403155814
0,plots,-0.04305878379786862
0,credits,-0.043272258692735543
0,dolby,-0.0467780537794725
0,nudity,-0.04855893002129358
0,truck,-0.04887463057015451
0,moving,-0.04927582816033971
0,bonus,-0.05037852311833904
0,semi,-0.05086378008015799
0,mom,-0.05450457562325786
0,tension,-0.05491456681169782
0,laughs,-0.05563759144480851
0,hit,-0.05695962162743359
0,sexreferences,-0.05698491551582352
0,vampire,-0.058490167624264094
0,robot,-0.05974458716785244
0,tsound,-0.06297008401411147
0,childrens,-0.06361134471961216
0,strings,-0.06373412323155861
0,wizards,-0.06427541681955767
0,sequences,-0.06463715818987564
0,cameras,-0.06613632555870044
0,storm,-0.06918911567376762
0,synopsis,-0.07010674834349526
0,studios,-0.07015574283697878
0,wasnt,-0.07057654457965046
0,jack,-0.07114594952050526
0,lacklustre,-0.07159246055492482
0,horrorfilm,-0.0724650105473755
0,hollywood,-0.07362335078010684
0,sororityhouse,-0.07390428003626642
0,screentime,-0.07495791694721057
0,thalf,-0.07613813148163365
0,franchise,-0.07636543488886438
0,haircut,-0.07688027736582811
0,slook,-0.07968242812509957
0,delivery,-0.08082680627353053
0,gadgets,-0.08092835653418118
0,fives,-0.08247884315036333
0,comicrelief,-0.0826325535611793
0,mannerisms,-0.08305358778066388
0,accent,-0.0839583468502689
0,sboss,-0.08588749075787219
0,twist,-0.08692260560806225
0,moneys,-0.08723997585614873
0,clips,-0.08769225986320131
0,studio,-0.08864552595400876
0,plotline,-0.09000473743768786
0,daughters,-0.09042578800616483
0,giggles,-0.09185827643884234
0,screams,-0.09236190717193771
0,pace,-0.09310629231587758
0,timing,-0.09320943776306348
0,beau,-0.09364929397285285
0,choc,-0.09390550382645993
0,attentionspan,-0.09417492198120045
0,camera,-0.09463105413353035
0,brass,-0.09466077785155619
0,rundown,-0.09511887310888076
0,piano,-0.09520654059782666
0,trademark,-0.09623926714571313
0,actionfilm,-0.09745757648489822
0,popcorn,-0.09878327276577767
0,tshow,-0.10066873168477838
0,woodwinds,-0.10176257395282476
0,rent,-0.10252044486160125
0,trailers,-0.10330090787128096
0,padding,-0.10331794693121016
0,geek,-0.10573893096941689
0,cinematography,-0.10978045591829194
0,watching,-0.11004030270059198
0,motifs,-0.11043024326874834
0,sceneselection,-0.11059404175116022
0,discversion,-0.11117638663519527
0,sbusiness,-0.11127383685478051
0,couldnt,-0.11302471099139957
0,productions,-0.1138256920319407
0,shots,-0.11400711929501794
0,filmchoice,-0.11411588016030338
0,wrestling,-0.11692674538106326
0,specialfeatures,-0.11702688269888104
0,billionaire,-0.11763397076168527
0,comics,-0.11777488214695897
0,pirateradio,-0.11822508586524202
0,outtakes,-0.1202510019925421
0,leadcharacter,-0.12087827452117872
0,awards,-0.12196536510662923
0,slob,-0.12464019606237589
0,guitar,-0.12483332955982435
0,lighting,-0.12483706109130102
0,apartment,-0.12513097604707463
0,adventure,-0.12606162170034846
0,nominations,-0.12757371354825242
0,plotholes,-0.12780799259591202
0,parks,-0.12837562738455827
0,tmean,-0.1284464107917729
0,fiance,-0.13325894378833741
0,production,-0.13339760870462658
0,performers,-0.13397347717807823
0,actionfilms,-0.13432815166186968
0,villain,-0.13478563546952976
0,sjob,-0.1348138489141194
0,villains,-0.13549626564365985
0,leather,-0.13681779946100453
0,snippets,-0.1370354796869891
0,underdog,-0.1372056567372981
0,percussion,-0.13805311912877682
0,visuals,-0.13836076304492062
0,diamond,-0.13897800060754134
0,rewind,-0.13958055254068824
0,heroine,-0.13966182126743398
0,suspense,-0.14090137212646198
0,childs,-0.1415093339276792
0,storytelling,-0.1415099835190299
0,wardrobe,-0.14179487280718012
0,musicvideo,-0.1419306860193309
0,settings,-0.14339273733276714
0,drawer,-0.14356942856438598
0,productiondesign,-0.14383274920626443
0,blockbuster,-0.14392892082272302
0,missiles,-0.14451690849445115
0,teaser,-0.1447489916704169
0,gags,-0.145246307431249
0,spotter,-0.14569352589462498
0,hamradio,-0.14605161988312704
0,backdrops,-0.14712588238669452
0,stares,-0.14765898996272872
0,slapstick,-0.14914820134301227
0,heist,-0.14936269887394946
0,runtime,-0.14976982908867414
0,footballplayer,-0.15002572905095646
0,actionmovies,-0.15020233893833068
0,protagonists,-0.15135877632437836
0,payoff,-0.15143986075778326
0,mansion,-0.15213766061295697
0,careerwoman,-0.15222773217227892
0,vocals,-0.1523419934801161
0,gum,-0.1529038346427687
0,prom,-0.15309854030719228
0,peroxide,-0.15367797554992585
0,seventies,-0.15401962959054924
0,tpay,-0.1568369516692404
0,teen,-0.15701216165619833
0,loveinterest,-0.15782631481382547
0,cockroach,-0.15785333974198984
0,halfhour,-0.15820097887545106
0,screens,-0.16015101878621846
0,drums,-0.16026336582861284
0,violins,-0.16119083010745744
0,horrormovie,-0.16132296233535692
0,slapstickstooge,-0.16166034173919452
0,sciencefiction,-0.16235874149566112
0,squeak,-0.16257528790384576
0,embarrassments,-0.16314587734346125
0,horrorfans,-0.1637886547922054
0,subplots,-0.1644551715407167
0,stunts,-0.16465117793491008
0,flutes,-0.16499761395062812
0,actionmovie,-0.16578038801756648
0,haunting,-0.16579721510364348
0,blooperreel,-0.16647654772428744
0,assassination,-0.16695621398815047
0,assailants,-0.16837378685965274
0,datemovie,-0.16895445159153147
0,teammember,-0.16994912317603209
0,sequels,-0.17011888036158057
0,stringarrangements,-0.17020030021237026
0,cameraangles,-0.170363408656791
0,toilethumour,-0.1704376299229321
0,tracks,-0.17115075361754375
0,everyones,-0.1720726843323612
0,backstabbing,-0.17217797912334526
0,sitcom,-0.17243034780345476
0,monologues,-0.17306920762375383
0,assassins,-0.1734913196892398
0,comictiming,-0.17473130060552436
0,guys,-0.17503726563637345
0,wifes,-0.17508975988369715
0,assistant,-0.17530946273547787
0,charactercomedy,-0.17648106915323036
0,sparkle,-0.17823430816206448
0,mutants,-0.18161197674143265
0,passengers,-0.18174849320431413
0,lasagne,-0.18279277034792885
0,nanny,-0.18315311654782707
0,outfits,-0.18344266409503796
0,sountrack,-0.1834673036236769
0,wrestlers,-0.18350128104390157
0,palette,-0.18432321539064295
0,stoner,-0.18503491146045759
0,crypts,-0.1855362334974372
0,baddie,-0.1867950980926917
0,stoners,-0.1875446648619906
0,fathers,-0.18860088581956266
0,genres,-0.18881328146238074
0,stalker,-0.18960753201766642
0,sfilms,-0.19076058968364162
0,themepark,-0.19109937864161577
0,hairdos,-0.1947350221588723
0,sexscenes,-0.19674224099885823
0,pepper,-0.19983672191773721
0,escapades,-0.19988695461109585
0,enforcer,-0.20090889805942294
0,horrorfilms,-0.20231816068087785
0,charm,-0.20441546603022173
0,downside,-0.20518304831800438
0,detective,-0.217747921890929
1,performance,0.2120477813752185
1,wi,0.19055206368101024
1,familyfilm,0.18388328280374477
1,specialeffects,0.18037062962766104
1,actor,0.17440668951374705
1,acting,0.16952220248661726
1,star,0.16668458594261543
1,smells,0.16644234625120047
1,performances,0.1606352929755509
1,stunt,0.16013684449186832
1,ending,0.15807017243180493
1,extras,0.15282204168961755
1,cringe,0.1509351887298021
1,soundtrack,0.1494043461580729
1,scenery,0.14107988389035625
1,storyline,0.13971396408781994
1,cast,0.13911237827817974
1,movies,0.13823261350867422
1,comedy,0.13695507005832314
1,actors,0.13447615496724896
1,isnt,0.1341835184360352
1,chemistry,0.1335722480267182
1,viewing,0.12764848735380485
1,actress,0.12640609438693212
1,movie,0.12082710879434078
1,director,0.11927390982626118
1,arent,0.11768663295764703
1,films,0.11706642658635791
1,casting,0.1116234039797675
1,viewers,0.10827236409773727
1,snothing,0.10256962702446043
1,plot,0.10183996626133407
1,werent,0.10012132281248448
1,scenes,0.09140675016037142
1,directing,0.09074722967115145
1,humour,0.08761053426024373
1,genre,0.08654820147533421
1,reviews,0.07861201504148574
1,rating,0.0765128055747768
1,actionsequences,0.07642307235674539
1,screen,0.07500877561259134
1,characters,0.07333206324153757
1,zombie,0.07130209078336608
1,script,0.07097382736926777
1,chickflick,0.06920069025383252
1,video,0.06826905733926558
1,tlook,0.06792674441731844
1,explosions,0.062259690501083986
1,animation,0.05983805860927455
1,actionscenes,0.05705870228756399
1,horror,0.053228682652616044
1,thriller,0.0530198376124123
1,trailer,0.05298265697843596
1,moments,0.052445158109586165
1,screenplay,0.05216877261557695
1,tfeel,0.050252040652513597
1,landlady,0.04945056820532412
1,character,0.04885299884513411
1,romance,0.046040648878516166
1,screenpresence,0.0442462670152714
1,budget,0.04410626252157318
1,motionpicture,0.04242483058599067
1,fightscenes,0.040956489183247125
1,comedies,0.03303124397675711
1,fairytale,0.03034271968815999
1,menus,0.03022945141031569
1,backstories,0.03002332314846551
1,bond,0.030000590066763477
1,hero,0.02996079721883249
1,characterisation,0.029031210399927954
1,tanything,0.025132228571947135
1,watch,0.01983498734220629
1,actresses,0.01732307047472914
1,fans,0.01673900160654651
1,passenger,0.012322328865550791
1,twists,0.011055182750342174
1,scene,0.010086129388707066
1,audiences,0.009719326934843675
1,mothers,0.009383223608162461
1,prince,0.008156857988044108
1,subtitles,0.007481015438008942
1,crude,0.0060716581066276865
1,comedymoments,0.004521244944333869
1,shenanigans,0.003396983074957338
1,roles,-1.0370880401547322E-4
1,turns,-0.004596964130511694
1,disc,-0.006444959196540895
1,broadway,-0.0074357925766593835
1,directors,-0.008084250645353425
1,cinemas,-0.009774494709617193
1,comedyfilm,-0.01047185272188969
1,cinemagoers,-0.013054385593294804
1,producer,-0.01655421058004808
1,instalment,-0.020315046939365977
1,slife,-0.024627762165961575
1,disk,-0.02655706499956134
1,celebrities,-0.027014946255607353
1,menace,-0.029299692959843054
1,score,-0.029942444795084372
1,fare,-0.03084718599311334
1,credits,-0.03677218210771782
1,plots,-0.03732066996489361
1,dolby,-0.03950150230731772
1,moving,-0.04289164962016098
1,semi,-0.044499934729343826
1,bonus,-0.04502513231642774
1,truck,-0.04522301828908626
1,nudity,-0.045228507041825544
1,laughs,-0.047571791701431276
1,sexreferences,-0.0506360508505099
1,tension,-0.05107311792591393
1,hit,-0.05166995205711683
1,vampire,-0.05232850969733058
1,mom,-0.05240315451478117
1,robot,-0.05345701469713701
1,tsound,-0.05783875494520757
1,childrens,-0.05820888695418616
1,strings,-0.05856711098823372
1,sequences,-0.05868845510390017
1,wizards,-0.059183932901336
1,cameras,-0.05991714626951364
1,studios,-0.0638270682616171
1,synopsis,-0.06450955148924833
1,storm,-0.06464150863324328
1,lacklustre,-0.0648856462243437
1,sororityhouse,-0.06614697293295019
1,horrorfilm,-0.06724184380867443
1,wasnt,-0.06754709520357294
1,jack,-0.06841132598508584
1,hollywood,-0.06847655825586652
1,screentime,-0.06970986916264219
1,franchise,-0.07147751260230795
1,thalf,-0.07278900964342089
1,haircut,-0.07359496714387209
1,slook,-0.07390587451567956
1,comicrelief,-0.07503849427580567
1,fives,-0.07572533696857037
1,mannerisms,-0.07592406727928205
1,delivery,-0.07596043943376118
1,gadgets,-0.07602487026918467
1,twist,-0.08101837182900987
1,sboss,-0.08115060840825339
1,accent,-0.08145699176033425
1,moneys,-0.08224614857156926
1,clips,-0.0835381990693442
1,studio,-0.08444527304296418
1,daughters,-0.08499623563406308
1,giggles,-0.08721873699978097
1,plotline,-0.08731647274375587
1,pace,-0.08757976117410993
1,screams,-0.08760358696168438
1,choc,-0.08798752117713807
1,timing,-0.08894559790658596
1,rundown,-0.0897305100873636
1,brass,-0.09032494027177665
1,piano,-0.09095401538126358
1,beau,-0.09106185363173838
1,camera,-0.09120057558271039
1,attentionspan,-0.0922237747145665
1,trademark,-0.09227762761362229
1,actionfilm,-0.09310186222336753
1,popcorn,-0.09551228181675256
1,tshow,-0.09603332442819351
1,rent,-0.09747355467167651
1,woodwinds,-0.09765383214394163
1,trailers,-0.09886978702525509
1,padding,-0.1002731599751584
1,geek,-0.1013426988186849
1,cinematography,-0.10289514580674675
1,motifs,-0.10663689407893495
1,sceneselection,-0.10695242718997539
1,watching,-0.10865435474631246
1,sbusiness,-0.10936237672435409
1,filmchoice,-0.109879160728073
1,discversion,-0.11061402823542532
1,productions,-0.11075390321759754
1,couldnt,-0.11241336322377457
1,shots,-0.11252210683731442
1,billionaire,-0.11348408120757517
1,comics,-0.11361359702976434
1,specialfeatures,-0.11363770916978572
1,wrestling,-0.11375681291641523
1,pirateradio,-0.11472687151283517
1,leadcharacter,-0.11736570943093197
1,outtakes,-0.11739302831703227
1,awards,-0.11835588533773175
1,adventure,-0.12054908305160741
1,slob,-0.1211313574302065
1,lighting,-0.12114165380083416
1,apartment,-0.12181766910354375
1,guitar,-0.12188157505166688
1,nominations,-0.12470900092703399
1,parks,-0.12505036913989664
1,tmean,-0.1266274014778208
1,plotholes,-0.12665971455727615
1,fiance,-0.13022590390312525
1,performers,-0.13036738627699618
1,production,-0.13060636012986976
1,villain,-0.13118946728383868
1,actionfilms,-0.1316355367662968
1,sjob,-0.13191737971973455
1,villains,-0.1335182327353926
1,underdog,-0.13368744444472144
1,visuals,-0.1348099884328921
1,percussion,-0.13491651392531295
1,snippets,-0.13506723144563226
1,leather,-0.13552367571023505
1,rewind,-0.13573406288567352
1,heroine,-0.13654177761729436
1,diamond,-0.1374948493545346
1,childs,-0.13781535405246192
1,storytelling,-0.13833526511939612
1,suspense,-0.1383533823279388
1,musicvideo,-0.13894294981881206
1,settings,-0.1393499361860347
1,wardrobe,-0.13996925443175218
1,spotter,-0.14075379590174775
1,blockbuster,-0.14092755829918585
1,productiondesign,-0.14107369567268252
1,drawer,-0.1414292719986328
1,gags,-0.14160220803670545
1,teaser,-0.14189293015756382
1,missiles,-0.14191962067113367
1,hamradio,-0.14421590846574517
1,backdrops,-0.14422621374806321
1,stares,-0.145087798721518
1,slapstick,-0.1465452579822218
1,heist,-0.14670920839428803
1,actionmovies,-0.14728753047512422
1,footballplayer,-0.14755501465200035
1,runtime,-0.14760345869393487
1,protagonists,-0.14883964677141906
1,payoff,-0.14909766455384213
1,mansion,-0.14956882849683642
1,gum,-0.1497039448653174
1,careerwoman,-0.1497585379111776
1,seventies,-0.15053177250344685
1,prom,-0.15088383414778334
1,vocals,-0.15100972846882835
1,peroxide,-0.15137006899705718
1,loveinterest,-0.15389870705063574
1,teen,-0.1541285562585687
1,tpay,-0.15490204647607433
1,cockroach,-0.15542069303333442
1,halfhour,-0.15709181086048327
1,screens,-0.15796223862127617
1,drums,-0.15835769537774178
1,violins,-0.15845150138465053
1,slapstickstooge,-0.15872007049207137
1,horrormovie,-0.15882074698586357
1,sciencefiction,-0.16034188119473444
1,embarrassments,-0.1606141350321033
1,squeak,-0.16070586075595633
1,horrorfans,-0.16149716994357538
1,stunts,-0.16241190634076244
1,flutes,-0.16244086491833615
1,actionmovie,-0.16266554998334368
1,subplots,-0.1627528145908217
1,haunting,-0.16372914219040197
1,assassination,-0.16406178660047516
1,blooperreel,-0.16521403185178393
1,assailants,-0.16637800490160076
1,datemovie,-0.16677918182663803
1,cameraangles,-0.16784087256867314
1,teammember,-0.16784154326817413
1,sequels,-0.16803917746404362
1,stringarrangements,-0.16846657520263258
1,toilethumour,-0.16896617942192177
1,tracks,-0.16929664286209534
1,everyones,-0.1696739103532352
1,backstabbing,-0.17038448242776652
1,sitcom,-0.17061785585989253
1,monologues,-0.17145978389124722
1,assassins,-0.1717894890443583
1,comictiming,-0.17227734526964372
1,guys,-0.17287727646223616
1,assistant,-0.17290798528026718
1,wifes,-0.1732644898196929
1,charactercomedy,-0.17505012419127913
1,sparkle,-0.17528144901009735
1,passengers,-0.17912894840387114
1,mutants,-0.18025809904123072
1,lasagne,-0.18071865963363107
1,nanny,-0.18078249427783327
1,wrestlers,-0.18156299060686615
1,sountrack,-0.18186912692611085
1,outfits,-0.18203891551979778
1,palette,-0.18276983471211447
1,stoner,-0.18330012251121486
1,crypts,-0.1835663360192636
1,baddie,-0.1854479770161941
1,genres,-0.1856794793562746
1,stoners,-0.18630475541491204
1,fathers,-0.18655313441568577
1,stalker,-0.18838536575899598
1,sfilms,-0.18912011068543033
1,themepark,-0.1896964993962214
1,hairdos,-0.19361804962340878
1,sexscenes,-0.19503294954171443
1,escapades,-0.19793135607885337
1,pepper,-0.19826510333955144
1,enforcer,-0.1997506767738702
1,horrorfilms,-0.20192275709676616
1,charm,-0.20333692170074774
1,downside,-0.20334055074766344
1,detective,-0.21703778360729772
2,performance,0.3118509070428095
2,wi,0.28679102602612017
2,familyfilm,0.2767957420339171
2,specialeffects,0.26907644817397847
2,actor,0.2661473290155024
2,smells,0.26137826301089795
2,acting,0.25946731725297245
2,star,0.2567980525720651
2,ending,0.24991127993963852
2,performances,0.2454284164129869
2,stunt,0.23634453262629646
2,extras,0.23604713654005055
2,cringe,0.23493330478351537
2,soundtrack,0.23308608952219817
2,scenery,0.22773939067754428
2,viewing,0.22519994213132127
2,storyline,0.2226956013489319
2,cast,0.22204523137807786
2,comedy,0.22122838882495083
2,movies,0.21952876886653938
2,isnt,0.21812393339203956
2,actors,0.21672900221385283
2,chemistry,0.2094512028649853
2,actress,0.20733531925840132
2,director,0.2019028621859233
2,movie,0.20172197139196357
2,arent,0.20021074545452994
2,films,0.19615781617522282
2,casting,0.18854617026036985
2,viewers,0.18398691778464638
2,snothing,0.18260631076478223
2,plot,0.1771171287642737
2,werent,0.17692370717472838
2,scenes,0.16511672198261534
2,directing,0.16465026262504434
2,humour,0.15687151809510097
2,genre,0.1548660370661296
2,reviews,0.15176982006928325
2,screen,0.1471112233539627
2,video,0.14578044398849116
2,actionsequences,0.14466044157984032
2,characters,0.14415942762080153
2,zombie,0.14286835573507273
2,rating,0.14239416569481533
2,script,0.14101170353152492
2,chickflick,0.13723346956738097
2,tlook,0.13717205296080903
2,explosions,0.1315238470870443
2,animation,0.12589192716803882
2,actionscenes,0.12358508110584515
2,horror,0.11876768580245617
2,screenplay,0.11800722261758079
2,thriller,0.11767488948225058
2,moments,0.11751117851284715
2,tfeel,0.11631937177272911
2,landlady,0.11515926294426299
2,trailer,0.11330107486150592
2,character,0.11317515863808958
2,budget,0.11017221804170696
2,romance,0.10964842340757652
2,screenpresence,0.10639844810856763
2,motionpicture,0.10494752858273104
2,fightscenes,0.10245512966324344
2,fairytale,0.0958776329249264
2,comedies,0.09380842837383457
2,menus,0.09189535009732547
2,bond,0.09151233996666636
2,hero,0.09055272939002812
2,characterisation,0.08831888078648059
2,tanything,0.08585691830831771
2,actresses,0.08002699846341033
2,watch,0.07861721836888047
2,backstories,0.07476542713792755
2,fans,0.0736379601002426
2,passenger,0.06948647799513369
2,twists,0.06702659955963103
2,scene,0.06695317361643388
2,mothers,0.06656835641645137
2,prince,0.0632015549930458
2,subtitles,0.06220157445489394
2,comedymoments,0.06127044519181751
2,shenanigans,0.05986133162758517
2,crude,0.05860005840201221
2,audiences,0.05622094382868631
2,roles,0.0538167720549006
2,turns,0.04738155344244693
2,directors,0.04490719808230731
2,disc,0.043964770589881186
2,broadway,0.04381373294015417
2,cinemas,0.041447008934541896
2,comedyfilm,0.040161928805605096
2,cinemagoers,0.03789487633470062
2,producer,0.03463121695742721
2,instalment,0.028614671583623186
2,celebrities,0.026900250587045094
2,slife,0.026874799960510287
2,disk,0.022961341770411647
2,menace,0.018885695888762488
2,score,0.018460766380908378
2,fare,0.017177646571117422
2,credits,0.010755700961191272
2,plots,0.010591924626790539
2,dolby,0.004609409411554077
2,nudity,0.001756912615103745
2,moving,0.0015979596793527784
2,semi,-1.7630936154414134E-4
2,truck,-1.8721612181665792E-4
2,bonus,-0.001553653920894682
2,laughs,-0.003243931449939119
2,tension,-0.0034000252619345306
2,mom,-0.007456226727027199
2,hit,-0.009227209653060897
2,vampire,-0.009576143106963697
2,sexreferences,-0.00964216430249834
2,robot,-0.010205955405855283
2,tsound,-0.015380630555056396
2,wizards,-0.016653332514566854
2,childrens,-0.016845711141018016
2,strings,-0.017912003565134615
2,sequences,-0.019804156745604956
2,cameras,-0.020186310043177252
2,storm,-0.0236125998888867
2,synopsis,-0.024085787548141613
2,lacklustre,-0.024476028047568738
2,jack,-0.024509166408102884
2,studios,-0.025017180913543102
2,wasnt,-0.026626056823122607
2,horrorfilm,-0.027419944943570168
2,sororityhouse,-0.02997243185969614
2,screentime,-0.03049913623999581
2,hollywood,-0.03146465940453949
2,franchise,-0.03310454425215886
2,thalf,-0.03386579023389974
2,haircut,-0.034339809328820275
2,slook,-0.038296810249949714
2,gadgets,-0.03847484023337866
2,delivery,-0.0400055707971784
2,comicrelief,-0.04061402529633326
2,fives,-0.041369527556961216
2,twist,-0.04481762191159849
2,mannerisms,-0.04513643790886798
2,accent,-0.04537827536888858
2,moneys,-0.04587636309851853
2,sboss,-0.046130183705433786
2,studio,-0.04751276950205738
2,clips,-0.048197561124757426
2,plotline,-0.049611012578979014
2,daughters,-0.05005044418743565
2,timing,-0.053694314062310455
2,attentionspan,-0.05400017579722449
2,screams,-0.05433647715353798
2,brass,-0.05458626357803911
2,choc,-0.055178130037758066
2,pace,-0.055370914670161836
2,beau,-0.055404116575818396
2,camera,-0.05589355636744947
2,rundown,-0.05610342102655863
2,piano,-0.05699271906856998
2,giggles,-0.05718135030559654
2,trademark,-0.057992002083840005
2,actionfilm,-0.058317697750711356
2,woodwinds,-0.0628259836697489
2,tshow,-0.06311604847485713
2,popcorn,-0.0647375312360908
2,rent,-0.06535296038118996
2,trailers,-0.06573198962597437
2,padding,-0.06802728300401983
2,cinematography,-0.06862092775953149
2,geek,-0.06998991101812391
2,sceneselection,-0.0757350786897735
2,motifs,-0.07583659358219222
2,sbusiness,-0.07658678221990214
2,watching,-0.07834648421603663
2,filmchoice,-0.07972554898504997
2,productions,-0.0800409397705773
2,discversion,-0.08031100241357397
2,shots,-0.08135931810886735
2,billionaire,-0.08342578929143504
2,wrestling,-0.08385460551238491
2,comics,-0.08403086556754902
2,specialfeatures,-0.0844306038512829
2,couldnt,-0.08465447554422967
2,pirateradio,-0.08568524497185681
2,leadcharacter,-0.0879274418209306
2,outtakes,-0.08893812476789525
2,awards,-0.08982037755532471
2,slob,-0.09272281463394078
2,apartment,-0.09326515590601211
2,lighting,-0.09338260741165219
2,guitar,-0.09469393208117399
2,adventure,-0.09577333219685435
2,tmean,-0.09622844227382721
2,parks,-0.09679902780388114
2,nominations,-0.09840688624782315
2,plotholes,-0.09895010324318682
2,fiance,-0.10314191565500022
2,production,-0.10479860374624139
2,performers,-0.10541318260965457
2,villain,-0.10592873504944342
2,actionfilms,-0.10637655380842889
2,sjob,-0.10645250900384173
2,villains,-0.10822256329654684
2,underdog,-0.10842627501065336
2,rewind,-0.10953264901220344
2,visuals,-0.10962179764587895
2,percussion,-0.10975759848321076
2,snippets,-0.10985748579933358
2,leather,-0.11075647083484191
2,heroine,-0.11083514624353472
2,diamond,-0.11227908583202534
2,suspense,-0.1133808440461948
2,storytelling,-0.11349492865531013
2,musicvideo,-0.11389158260820842
2,childs,-0.11397007339236737
2,drawer,-0.1152477919148241
2,settings,-0.11536119078406237
2,wardrobe,-0.1154450383919528
2,spotter,-0.11679709468325666
2,blockbuster,-0.11752123128623057
2,missiles,-0.11777796160035059
2,productiondesign,-0.11813416492524206
2,teaser,-0.11813679604423533
2,gags,-0.11817274458342392
2,hamradio,-0.12199017361415801
2,backdrops,-0.12259478094965826
2,stares,-0.12384781828821034
2,slapstick,-0.12435665489305414
2,heist,-0.12458059349504833
2,actionmovies,-0.12466046282107418
2,footballplayer,-0.12598203100720484
2,runtime,-0.12627004216982535
2,protagonists,-0.1267831796254616
2,gum,-0.1271177708573162
2,vocals,-0.1272397003751871
2,careerwoman,-0.12778918673158907
2,mansion,-0.12785755499501017
2,payoff,-0.12793319413642495
2,seventies,-0.12887013227397048
2,prom,-0.1296507937480435
2,peroxide,-0.13006191381274096
2,loveinterest,-0.13289657077800443
2,tpay,-0.13310630363017228
2,teen,-0.1332106563200977
2,cockroach,-0.13495514824511912
2,halfhour,-0.13638024935589016
2,screens,-0.13699191288734905
2,drums,-0.13731531593711227
2,violins,-0.13853379364610738
2,slapstickstooge,-0.1392974551677062
2,horrormovie,-0.1397869139534189
2,embarrassments,-0.1403866431704309
2,squeak,-0.14040532822553808
2,sciencefiction,-0.14116688402858854
2,horrorfans,-0.1414842187752095
2,actionmovie,-0.14292332950025666
2,stunts,-0.14351201742192135
2,flutes,-0.14351907785907814
2,subplots,-0.14426291435794975
2,haunting,-0.1454054869912238
2,assassination,-0.14598481346219036
2,blooperreel,-0.14692288177487586
2,assailants,-0.1476076439702892
2,datemovie,-0.14801959831437567
2,cameraangles,-0.14874298254253457
2,teammember,-0.15007259044538257
2,sequels,-0.1504084342680408
2,stringarrangements,-0.15064488770517598
2,tracks,-0.15101543951385477
2,toilethumour,-0.15180749685793204
2,sitcom,-0.15254661693062413
2,everyones,-0.15277742463032903
2,backstabbing,-0.15355424434394743
2,guys,-0.1546765650446963
